,title,movieId,genres,movie_year,title_only,userId,rating
9195,"Hail, Caesar! (2016)",143859,Comedy,2016.0,"Hail, Caesar!",23453,2.5
9196,Sing (2016),167036,Animation|Children|Comedy,2016.0,Sing,23453,3.5
9197,Tomb Raider (2018),184471,Action|Adventure|Fantasy,2018.0,Tomb Raider,23453,4.0
9198,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,88182,3.5
9199,Baby Driver (2017),171763,Action|Crime|Thriller,2017.0,Baby Driver,88182,4.0
9200,"Three Billboards Outside Ebbing, Missouri (2017)",177593,Crime|Drama,2017.0,"Three Billboards Outside Ebbing, Missouri",88182,5.0
9201,A Quiet Place (2018),185029,Drama|Horror|Thriller,2018.0,A Quiet Place,88182,4.0
9202,Alien: Covenant (2017),169984,Action|Horror|Sci-Fi|Thriller,2017.0,Alien: Covenant,88182,3.5
9203,Life (2017),169864,Horror|Sci-Fi|Thriller,2017.0,Life,88182,4.5
9204,Piper (2016),160718,Animation,2016.0,Piper,88182,5.0
9205,Hereditary (2018),183869,(no genres listed),2018.0,Hereditary,88182,3.0
9206,Swiss Army Man (2016),159415,Comedy|Drama|Romance,2016.0,Swiss Army Man,88182,4.5
9207,The Disaster Artist (2017),180297,Comedy|Drama,2017.0,The Disaster Artist,88182,4.0
9208,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,45672,5.0
9209,Avengers: Age of Ultron (2015),122892,Action|Adventure|Sci-Fi,2015.0,Avengers: Age of Ultron,45672,4.0
9210,Ant-Man (2015),122900,Action|Adventure|Sci-Fi,2015.0,Ant-Man,45672,4.0
9211,Get Out (2017),168250,Horror,2017.0,Get Out,45672,4.5
9212,Wonder Woman (2017),143355,Action|Adventure|Fantasy,2017.0,Wonder Woman,45672,4.0
9213,Spider-Man: Into the Spider-Verse (2018),195159,Action|Adventure|Animation|Sci-Fi,2018.0,Spider-Man: Into the Spider-Verse,45672,4.5
9214,Incredibles 2 (2018),187541,Action|Adventure|Animation|Children,2018.0,Incredibles 2,45672,2.0
9215,Manchester by the Sea (2016),165549,Drama,2016.0,Manchester by the Sea,45672,4.0
9216,Kong: Skull Island (2017),168254,Action|Adventure|Fantasy,2017.0,Kong: Skull Island,45672,3.0
9217,Venom (2018),192389,Action|Horror|Sci-Fi|Thriller,2018.0,Venom,45672,3.5
9218,A Star Is Born (2018),192385,Drama|Romance,2018.0,A Star Is Born,45672,3.5
9219,The Ballad of Buster Scruggs (2018),193944,Comedy|Drama|Western,2018.0,The Ballad of Buster Scruggs,45672,4.5
9220,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,19300,5.0
9221,Guardians of the Galaxy 2 (2017),122918,Action|Adventure|Sci-Fi,2017.0,Guardians of the Galaxy 2,19300,4.5
9222,Dunkirk (2017),174055,Action|Drama|Thriller|War,2017.0,Dunkirk,19300,4.5
9223,Bridge of Spies (2015),143385,Drama|Thriller,2015.0,Bridge of Spies,19300,5.0
9224,The Lobster (2015),133771,Comedy|Romance|Sci-Fi,2015.0,The Lobster,19300,5.0
9225,X-Men: Apocalypse (2016),122924,Action|Adventure|Fantasy|Sci-Fi,2016.0,X-Men: Apocalypse,19300,4.0
9226,Batman v Superman: Dawn of Justice (2016),136864,Action|Adventure|Fantasy|Sci-Fi,2016.0,Batman v Superman: Dawn of Justice,19300,4.5
9227,The Accountant (2016),162606,Crime|Drama|Thriller,2016.0,The Accountant,19300,5.0
9228,Captain Fantastic (2016),158966,Drama,2016.0,Captain Fantastic,19300,3.0
9229,Manchester by the Sea (2016),165549,Drama,2016.0,Manchester by the Sea,19300,5.0
9230,Pirates of the Caribbean: Dead Men Tell No Tales (2017),122896,(no genres listed),2017.0,Pirates of the Caribbean: Dead Men Tell No Tales,19300,4.5
9231,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,46638,3.5
9232,Wonder Woman (2017),143355,Action|Adventure|Fantasy,2017.0,Wonder Woman,46638,4.0
9233,The Nice Guys (2016),158238,Crime|Mystery|Thriller,2016.0,The Nice Guys,46638,4.0
9234,Passengers (2016),166635,Adventure|Drama|Romance|Sci-Fi,2016.0,Passengers,46638,2.5
9235,The Accountant (2016),162606,Crime|Drama|Thriller,2016.0,The Accountant,46638,3.5
9236,The Witch (2015),140267,Horror,2015.0,The Witch,46638,4.0
9237,War Dogs (2016),161131,Comedy,2016.0,War Dogs,46638,4.0
9238,Trainwreck (2015),134393,Comedy|Romance,2015.0,Trainwreck,46638,2.5
9239,Pitch Perfect 2 (2015),133419,Comedy,2015.0,Pitch Perfect 2,46638,4.0
9240,Everest (2015),142448,Adventure|Drama|Thriller,2015.0,Everest,46638,3.5
9241,Mother! (2017),176419,Drama|Horror|Mystery|Thriller,2017.0,Mother!,46638,3.0
9242,The Edge of Seventeen (2016),161922,Comedy,2016.0,The Edge of Seventeen,46638,4.0
9243,Pixels (2015),135137,Action|Comedy|Sci-Fi,2015.0,Pixels,46638,2.5
9244,Central Intelligence (2016),160271,Action|Comedy,2016.0,Central Intelligence,46638,2.5
9245,Ocean's 8 (2018),189363,Action|Comedy|Crime|Thriller,2018.0,Ocean's 8,46638,3.5
9246,Nerve (2016),160954,Drama|Thriller,2016.0,Nerve,46638,3.5
9247,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,39440,5.0
9248,The Revenant (2015),139385,Adventure|Drama,2015.0,The Revenant,39440,3.0
9249,Avengers: Age of Ultron (2015),122892,Action|Adventure|Sci-Fi,2015.0,Avengers: Age of Ultron,39440,3.5
9250,Untitled Spider-Man Reboot (2017),122926,Action|Adventure|Fantasy,2017.0,Untitled Spider-Man Reboot,39440,3.5
9251,"Three Billboards Outside Ebbing, Missouri (2017)",177593,Crime|Drama,2017.0,"Three Billboards Outside Ebbing, Missouri",39440,4.0
9252,The Accountant (2016),162606,Crime|Drama|Thriller,2016.0,The Accountant,39440,5.0
9253,Jason Bourne (2016),160438,Action,2016.0,Jason Bourne,39440,4.0
9254,Kingsman: The Golden Circle (2017),176101,Action|Adventure|Comedy,2017.0,Kingsman: The Golden Circle,39440,4.0
9255,Don't Breathe (2016),161634,Thriller,2016.0,Don't Breathe,39440,3.5
9256,Get Hard (2015),131013,Comedy|Crime,2015.0,Get Hard,39440,2.5
9257,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,98726,3.0
9258,Jurassic World (2015),117529,Action|Adventure|Drama|Sci-Fi|Thriller,2015.0,Jurassic World,98726,2.0
9259,Spotlight (2015),142488,Thriller,2015.0,Spotlight,98726,4.0
9260,Dunkirk (2017),174055,Action|Drama|Thriller|War,2017.0,Dunkirk,98726,3.5
9261,Fantastic Beasts and Where to Find Them (2016),135143,Fantasy,2016.0,Fantastic Beasts and Where to Find Them,98726,2.5
9262,Room (2015),140174,Drama,2015.0,Room,98726,2.5
9263,Baby Driver (2017),171763,Action|Crime|Thriller,2017.0,Baby Driver,98726,4.5
9264,Moana (2016),166461,Adventure|Animation|Children|Comedy|Fantasy,2016.0,Moana,98726,3.5
9265,Passengers (2016),166635,Adventure|Drama|Romance|Sci-Fi,2016.0,Passengers,98726,3.0
9266,Tomorrowland (2015),132046,Action|Adventure|Children|Mystery|Sci-Fi,2015.0,Tomorrowland,98726,2.0
9267,Annihilation (2018),182715,Adventure|Mystery|Sci-Fi|Thriller,2018.0,Annihilation,98726,5.0
9268,Mission: Impossible - Fallout (2018),189333,Action|Adventure|Thriller,2018.0,Mission: Impossible - Fallout,98726,4.0
9269,Carol (2015),133645,Drama|Romance,2015.0,Carol,98726,5.0
9270,The Disaster Artist (2017),180297,Comedy|Drama,2017.0,The Disaster Artist,98726,3.0
9271,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,31933,4.0
9272,Spotlight (2015),142488,Thriller,2015.0,Spotlight,31933,4.0
9273,Room (2015),140174,Drama,2015.0,Room,31933,4.0
9274,Bridge of Spies (2015),143385,Drama|Thriller,2015.0,Bridge of Spies,31933,3.5
9275,Coco (2017),177765,Adventure|Animation|Children,2017.0,Coco,31933,4.0
9276,Split (2017),166534,Drama|Horror|Thriller,2017.0,Split,31933,3.0
9277,Green Book (2018),194448,Comedy|Drama,2018.0,Green Book,31933,3.5
9278,Me and Earl and the Dying Girl (2015),127202,Drama,2015.0,Me and Earl and the Dying Girl,31933,4.0
9279,The Big Sick (2017),168326,Comedy|Romance,2017.0,The Big Sick,31933,3.5
9280,The Founder (2016),166946,Drama,2016.0,The Founder,31933,3.5
9281,Steve Jobs (2015),136562,Drama,2015.0,Steve Jobs,31933,4.0
9282,The Greatest Showman (2017),180985,Drama,2017.0,The Greatest Showman,31933,3.5
9283,Sing Street (2016),156387,Drama,2016.0,Sing Street,31933,4.0
9284,Darkest Hour (2017),179817,Drama|War,2017.0,Darkest Hour,31933,4.0
9285,Get Hard (2015),131013,Comedy|Crime,2015.0,Get Hard,31933,3.5
9286,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,46290,3.5
9287,The Revenant (2015),139385,Adventure|Drama,2015.0,The Revenant,46290,4.0
9288,Rogue One: A Star Wars Story (2016),166528,Action|Adventure|Fantasy|Sci-Fi,2016.0,Rogue One: A Star Wars Story,46290,4.0
9289,Ant-Man (2015),122900,Action|Adventure|Sci-Fi,2015.0,Ant-Man,46290,3.0
9290,Captain America: Civil War (2016),122920,Action|Sci-Fi|Thriller,2016.0,Captain America: Civil War,46290,3.5
9291,Spotlight (2015),142488,Thriller,2015.0,Spotlight,46290,4.5
9292,Wonder Woman (2017),143355,Action|Adventure|Fantasy,2017.0,Wonder Woman,46290,3.5
9293,La La Land (2016),164909,Comedy|Drama|Romance,2016.0,La La Land,46290,4.0
9294,X-Men: Apocalypse (2016),122924,Action|Adventure|Fantasy|Sci-Fi,2016.0,X-Men: Apocalypse,46290,3.5
9295,Alien: Covenant (2017),169984,Action|Horror|Sci-Fi|Thriller,2017.0,Alien: Covenant,46290,4.0
9296,San Andreas (2015),132796,Action|Drama|Thriller,2015.0,San Andreas,46290,3.0
9297,The Founder (2016),166946,Drama,2016.0,The Founder,46290,4.0
9298,Deepwater Horizon (2016),162598,Drama,2016.0,Deepwater Horizon,46290,3.5
9299,American Made (2017),176751,Crime|Thriller,2017.0,American Made,46290,3.5
9300,The Mummy (2017),170827,Action|Adventure|Fantasy|Horror|Thriller,2017.0,The Mummy,46290,4.0
9301,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,74196,5.0
9302,Logan (2017),168252,Action|Sci-Fi,2017.0,Logan,74196,4.0
9303,Ant-Man (2015),122900,Action|Adventure|Sci-Fi,2015.0,Ant-Man,74196,3.5
9304,Captain America: Civil War (2016),122920,Action|Sci-Fi|Thriller,2016.0,Captain America: Civil War,74196,3.5
9305,Deadpool 2 (2018),187593,Action|Comedy|Sci-Fi,2018.0,Deadpool 2,74196,4.5
9306,Coco (2017),177765,Adventure|Animation|Children,2017.0,Coco,74196,5.0
9307,Spectre (2015),136020,Action|Adventure|Crime,2015.0,Spectre,74196,3.0
9308,X-Men: Apocalypse (2016),122924,Action|Adventure|Fantasy|Sci-Fi,2016.0,X-Men: Apocalypse,74196,3.0
9309,Beauty and the Beast (2017),168366,Fantasy|Romance,2017.0,Beauty and the Beast,74196,2.5
9310,A Star Is Born (2018),192385,Drama|Romance,2018.0,A Star Is Born,74196,3.0
9311,Sing (2016),167036,Animation|Children|Comedy,2016.0,Sing,74196,4.0
9312,The Good Dinosaur (2015),136016,Adventure|Animation|Children|Comedy|Fantasy,2015.0,The Good Dinosaur,74196,3.0
9313,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,124638,5.0
9314,The Revenant (2015),139385,Adventure|Drama,2015.0,The Revenant,124638,5.0
9315,The Hateful Eight (2015),128360,Western,2015.0,The Hateful Eight,124638,3.5
9316,Sicario (2015),139644,Crime|Drama|Mystery,2015.0,Sicario,124638,4.5
9317,Coco (2017),177765,Adventure|Animation|Children,2017.0,Coco,124638,3.5
9318,La La Land (2016),164909,Comedy|Drama|Romance,2016.0,La La Land,124638,5.0
9319,Black Panther (2017),122906,Action|Adventure|Sci-Fi,2017.0,Black Panther,124638,4.0
9320,Chappie (2015),120466,Action|Thriller,2015.0,Chappie,124638,3.5
9321,It (2017),175303,Horror,2017.0,It,124638,4.0
9322,Lady Bird (2017),177615,Comedy,2017.0,Lady Bird,124638,3.5
9323,Creed (2015),146656,Drama,2015.0,Creed,124638,4.5
9324,Alien: Covenant (2017),169984,Action|Horror|Sci-Fi|Thriller,2017.0,Alien: Covenant,124638,4.0
9325,Solo: A Star Wars Story (2018),187595,Action|Adventure|Children|Sci-Fi,2018.0,Solo: A Star Wars Story,124638,3.5
9326,Justice League (2017),122898,Action|Adventure|Sci-Fi,2017.0,Justice League,124638,2.5
9327,Kung Fury (2015),134170,Action|Comedy|Fantasy|Sci-Fi,2015.0,Kung Fury,124638,3.5
9328,Kong: Skull Island (2017),168254,Action|Adventure|Fantasy,2017.0,Kong: Skull Island,124638,3.0
9329,The Greatest Showman (2017),180985,Drama,2017.0,The Greatest Showman,124638,4.0
9330,The Lego Batman Movie (2017),167746,Action|Animation|Comedy,2017.0,The Lego Batman Movie,124638,4.5
9331,Crimson Peak (2015),128838,Horror,2015.0,Crimson Peak,124638,4.0
9332,Ocean's 8 (2018),189363,Action|Comedy|Crime|Thriller,2018.0,Ocean's 8,124638,3.5
9333,The Post (2017),180497,Drama|Thriller,2017.0,The Post,124638,3.0
9334,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,40211,3.5
9335,The Hateful Eight (2015),128360,Western,2015.0,The Hateful Eight,40211,3.5
9336,Fantastic Beasts and Where to Find Them (2016),135143,Fantasy,2016.0,Fantastic Beasts and Where to Find Them,40211,2.5
9337,The Man from U.N.C.L.E. (2015),138036,Action|Adventure|Comedy,2015.0,The Man from U.N.C.L.E.,40211,4.5
9338,Finding Dory (2016),157296,Adventure|Animation|Comedy,2016.0,Finding Dory,40211,3.5
9339,The Intern (2015),140110,Comedy,2015.0,The Intern,40211,3.0
9340,The Lobster (2015),133771,Comedy|Romance|Sci-Fi,2015.0,The Lobster,40211,3.5
9341,Suicide Squad (2016),135536,Action|Crime|Sci-Fi,2016.0,Suicide Squad,40211,3.5
9342,Insurgent (2015),130490,Action|Sci-Fi|Thriller,2015.0,Insurgent,40211,1.5
9343,Kung Fu Panda 3 (2016),149406,Action|Adventure|Animation,2016.0,Kung Fu Panda 3,40211,3.0
9344,Miss Peregrine's Home for Peculiar Children (2016),162600,Fantasy,2016.0,Miss Peregrine's Home for Peculiar Children,40211,2.5
9345,Home (2015),130520,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,2015.0,Home,40211,2.5
9346,Taken 3 (2015),120635,Action|Crime|Thriller,2015.0,Taken 3,40211,2.0
9347,Sing (2016),167036,Animation|Children|Comedy,2016.0,Sing,40211,3.0
9348,Nerve (2016),160954,Drama|Thriller,2016.0,Nerve,40211,2.0
9349,Neighbors 2: Sorority Rising (2016),156609,Comedy,2016.0,Neighbors 2: Sorority Rising,40211,2.0
9350,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,75179,3.5
9351,"Big Short, The (2015)",148626,Drama,2015.0,"Big Short, The",75179,4.0
9352,Rogue One: A Star Wars Story (2016),166528,Action|Adventure|Fantasy|Sci-Fi,2016.0,Rogue One: A Star Wars Story,75179,3.5
9353,Logan (2017),168252,Action|Sci-Fi,2017.0,Logan,75179,3.5
9354,Spectre (2015),136020,Action|Adventure|Crime,2015.0,Spectre,75179,3.5
9355,Finding Dory (2016),157296,Adventure|Animation|Comedy,2016.0,Finding Dory,75179,3.5
9356,The Intern (2015),140110,Comedy,2015.0,The Intern,75179,3.0
9357,The Big Sick (2017),168326,Comedy|Romance,2017.0,The Big Sick,75179,3.5
9358,War Dogs (2016),161131,Comedy,2016.0,War Dogs,75179,3.5
9359,Game Night (2018),183611,Action|Comedy|Crime|Horror,2018.0,Game Night,75179,3.5
9360,BlacKkKlansman (2018),189713,Comedy|Crime|Drama,2018.0,BlacKkKlansman,75179,3.0
9361,Kong: Skull Island (2017),168254,Action|Adventure|Fantasy,2017.0,Kong: Skull Island,75179,2.5
9362,Get Hard (2015),131013,Comedy|Crime,2015.0,Get Hard,75179,3.0
9363,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,82788,5.0
9364,Avengers: Age of Ultron (2015),122892,Action|Adventure|Sci-Fi,2015.0,Avengers: Age of Ultron,82788,4.0
9365,Thor: Ragnarok (2017),122916,Action|Adventure|Sci-Fi,2017.0,Thor: Ragnarok,82788,4.0
9366,Bohemian Rhapsody (2018),192803,Drama,2018.0,Bohemian Rhapsody,82788,3.0
9367,Jumanji: Welcome to the Jungle (2017),179401,Action|Adventure|Children,2017.0,Jumanji: Welcome to the Jungle,82788,3.0
9368,Your Name. (2016),163134,Animation|Drama|Fantasy|Romance,2016.0,Your Name.,82788,5.0
9369,Mission: Impossible - Fallout (2018),189333,Action|Adventure|Thriller,2018.0,Mission: Impossible - Fallout,82788,4.5
9370,Wind River (2017),175569,Action|Crime|Mystery|Thriller,2017.0,Wind River,82788,3.0
9371,The Conjuring 2 (2016),159858,Horror,2016.0,The Conjuring 2,82788,5.0
9372,Justice League (2017),122898,Action|Adventure|Sci-Fi,2017.0,Justice League,82788,4.0
9373,BlacKkKlansman (2018),189713,Comedy|Crime|Drama,2018.0,BlacKkKlansman,82788,4.0
9374,Kong: Skull Island (2017),168254,Action|Adventure|Fantasy,2017.0,Kong: Skull Island,82788,3.0
9375,The Fate of the Furious (2017),170875,Action|Crime|Drama|Thriller,2017.0,The Fate of the Furious,82788,4.0
9376,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,36330,4.0
9377,Guardians of the Galaxy 2 (2017),122918,Action|Adventure|Sci-Fi,2017.0,Guardians of the Galaxy 2,36330,3.5
9378,Doctor Strange (2016),122922,Action|Adventure|Sci-Fi,2016.0,Doctor Strange,36330,4.0
9379,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,36330,4.5
9380,Thor: Ragnarok (2017),122916,Action|Adventure|Sci-Fi,2017.0,Thor: Ragnarok,36330,4.0
9381,Blade Runner 2049 (2017),176371,Sci-Fi,2017.0,Blade Runner 2049,36330,3.5
9382,Moana (2016),166461,Adventure|Animation|Children|Comedy|Fantasy,2016.0,Moana,36330,4.5
9383,Batman v Superman: Dawn of Justice (2016),136864,Action|Adventure|Fantasy|Sci-Fi,2016.0,Batman v Superman: Dawn of Justice,36330,4.5
9384,Now You See Me 2 (2016),159093,Action|Comedy|Thriller,2016.0,Now You See Me 2,36330,3.5
9385,Jupiter Ascending (2015),113345,Action|Adventure|Sci-Fi,2015.0,Jupiter Ascending,36330,3.0
9386,Alien: Covenant (2017),169984,Action|Horror|Sci-Fi|Thriller,2017.0,Alien: Covenant,36330,3.5
9387,Ant-Man and the Wasp (2018),188301,Action|Adventure|Comedy|Fantasy|Sci-Fi,2018.0,Ant-Man and the Wasp,36330,3.0
9388,The Big Sick (2017),168326,Comedy|Romance,2017.0,The Big Sick,36330,4.0
9389,Warcraft (2016),122890,Action|Adventure|Fantasy,2016.0,Warcraft,36330,2.0
9390,Captain Marvel (2018),122910,Action|Adventure|Sci-Fi,2018.0,Captain Marvel,36330,3.5
9391,Hereditary (2018),183869,(no genres listed),2018.0,Hereditary,36330,1.0
9392,Independence Day: Resurgence (2016),135567,Action|Adventure|Sci-Fi,2016.0,Independence Day: Resurgence,36330,3.5
9393,"I, Tonya (2017)",178061,Drama,2017.0,"I, Tonya",36330,3.5
9394,The Greatest Showman (2017),180985,Drama,2017.0,The Greatest Showman,36330,4.0
9395,Atomic Blonde (2017),173941,Thriller,2017.0,Atomic Blonde,36330,4.0
9396,Pixels (2015),135137,Action|Comedy|Sci-Fi,2015.0,Pixels,36330,3.0
9397,Ocean's 8 (2018),189363,Action|Comedy|Crime|Thriller,2018.0,Ocean's 8,36330,3.5
9398,Darkest Hour (2017),179817,Drama|War,2017.0,Darkest Hour,36330,3.5
9399,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,103600,4.5
9400,Avengers: Age of Ultron (2015),122892,Action|Adventure|Sci-Fi,2015.0,Avengers: Age of Ultron,103600,4.5
9401,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,103600,4.5
9402,Ant-Man (2015),122900,Action|Adventure|Sci-Fi,2015.0,Ant-Man,103600,4.0
9403,The Hateful Eight (2015),128360,Western,2015.0,The Hateful Eight,103600,4.0
9404,Captain America: Civil War (2016),122920,Action|Sci-Fi|Thriller,2016.0,Captain America: Civil War,103600,4.5
9405,Wonder Woman (2017),143355,Action|Adventure|Fantasy,2017.0,Wonder Woman,103600,3.0
9406,Kubo and the Two Strings (2016),162578,Adventure|Animation|Children|Fantasy,2016.0,Kubo and the Two Strings,103600,4.0
9407,Tomorrowland (2015),132046,Action|Adventure|Children|Mystery|Sci-Fi,2015.0,Tomorrowland,103600,2.0
9408,Ant-Man and the Wasp (2018),188301,Action|Adventure|Comedy|Fantasy|Sci-Fi,2018.0,Ant-Man and the Wasp,103600,3.5
9409,The Secret Life of Pets (2016),135436,Animation|Comedy,2016.0,The Secret Life of Pets,103600,3.0
9410,Kong: Skull Island (2017),168254,Action|Adventure|Fantasy,2017.0,Kong: Skull Island,103600,4.0
9411,The Fate of the Furious (2017),170875,Action|Crime|Drama|Thriller,2017.0,The Fate of the Furious,103600,4.0
9412,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,134185,3.5
9413,Guardians of the Galaxy 2 (2017),122918,Action|Adventure|Sci-Fi,2017.0,Guardians of the Galaxy 2,134185,4.0
9414,Captain America: Civil War (2016),122920,Action|Sci-Fi|Thriller,2016.0,Captain America: Civil War,134185,3.5
9415,Deadpool 2 (2018),187593,Action|Comedy|Sci-Fi,2018.0,Deadpool 2,134185,5.0
9416,Wonder Woman (2017),143355,Action|Adventure|Fantasy,2017.0,Wonder Woman,134185,3.0
9417,Star Wars: The Last Jedi (2017),179819,Action|Adventure|Fantasy|Sci-Fi,2017.0,Star Wars: The Last Jedi,134185,3.0
9418,The Nice Guys (2016),158238,Crime|Mystery|Thriller,2016.0,The Nice Guys,134185,2.5
9419,Finding Dory (2016),157296,Adventure|Animation|Comedy,2016.0,Finding Dory,134185,2.5
9420,The Greatest Showman (2017),180985,Drama,2017.0,The Greatest Showman,134185,1.0
9421,Bright (2017),182823,Action|Crime|Fantasy,2017.0,Bright,134185,4.0
9422,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,144536,4.0
9423,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,144536,3.5
9424,Finding Dory (2016),157296,Adventure|Animation|Comedy,2016.0,Finding Dory,144536,4.0
9425,Furious 7 (2015),130634,Action|Crime|Thriller,2015.0,Furious 7,144536,3.5
9426,Kubo and the Two Strings (2016),162578,Adventure|Animation|Children|Fantasy,2016.0,Kubo and the Two Strings,144536,4.0
9427,Annihilation (2018),182715,Adventure|Mystery|Sci-Fi|Thriller,2018.0,Annihilation,144536,2.5
9428,Jason Bourne (2016),160438,Action,2016.0,Jason Bourne,144536,3.0
9429,The Founder (2016),166946,Drama,2016.0,The Founder,144536,3.5
9430,Piper (2016),160718,Animation,2016.0,Piper,144536,4.0
9431,Me Before You (2016),152017,Drama|Romance,2016.0,Me Before You,144536,3.5
9432,Darkest Hour (2017),179817,Drama|War,2017.0,Darkest Hour,144536,3.5
9433,Bright (2017),182823,Action|Crime|Fantasy,2017.0,Bright,144536,2.0
9434,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,20323,3.0
9435,Deadpool 2 (2018),187593,Action|Comedy|Sci-Fi,2018.0,Deadpool 2,20323,3.5
9436,Star Wars: The Last Jedi (2017),179819,Action|Adventure|Fantasy|Sci-Fi,2017.0,Star Wars: The Last Jedi,20323,3.0
9437,Avengers: Infinity War - Part II (2019),122914,Action|Adventure|Sci-Fi,2019.0,Avengers: Infinity War - Part II,20323,5.0
9438,Suicide Squad (2016),135536,Action|Crime|Sci-Fi,2016.0,Suicide Squad,20323,1.0
9439,John Wick: Chapter Two (2017),168248,Action|Crime|Thriller,2017.0,John Wick: Chapter Two,20323,3.5
9440,Mission: Impossible - Fallout (2018),189333,Action|Adventure|Thriller,2018.0,Mission: Impossible - Fallout,20323,3.0
9441,Wind River (2017),175569,Action|Crime|Mystery|Thriller,2017.0,Wind River,20323,3.5
9442,Don't Breathe (2016),161634,Thriller,2016.0,Don't Breathe,20323,3.0
9443,Upgrade (2018),189203,Action|Comedy|Horror|Sci-Fi|Thriller,2018.0,Upgrade,20323,3.0
9444,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,79381,2.5
9445,Dunkirk (2017),174055,Action|Drama|Thriller|War,2017.0,Dunkirk,79381,3.0
9446,Deadpool 2 (2018),187593,Action|Comedy|Sci-Fi,2018.0,Deadpool 2,79381,3.5
9447,Beauty and the Beast (2017),168366,Fantasy|Romance,2017.0,Beauty and the Beast,79381,4.0
9448,Sausage Party (2016),158872,Animation|Comedy,2016.0,Sausage Party,79381,3.0
9449,Don't Breathe (2016),161634,Thriller,2016.0,Don't Breathe,79381,3.5
9450,Call Me by Your Name (2017),168492,Drama|Romance,2017.0,Call Me by Your Name,79381,4.0
9451,Ocean's 8 (2018),189363,Action|Comedy|Crime|Thriller,2018.0,Ocean's 8,79381,2.0
9452,Neighbors 2: Sorority Rising (2016),156609,Comedy,2016.0,Neighbors 2: Sorority Rising,79381,3.5
9453,Southpaw (2015),139642,Action|Drama,2015.0,Southpaw,79381,2.0
9454,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,111183,3.0
9455,Spotlight (2015),142488,Thriller,2015.0,Spotlight,111183,4.0
9456,Deadpool 2 (2018),187593,Action|Comedy|Sci-Fi,2018.0,Deadpool 2,111183,3.5
9457,Moana (2016),166461,Adventure|Animation|Children|Comedy|Fantasy,2016.0,Moana,111183,3.5
9458,Bridge of Spies (2015),143385,Drama|Thriller,2015.0,Bridge of Spies,111183,3.0
9459,X-Men: Apocalypse (2016),122924,Action|Adventure|Fantasy|Sci-Fi,2016.0,X-Men: Apocalypse,111183,2.0
9460,Bohemian Rhapsody (2018),192803,Drama,2018.0,Bohemian Rhapsody,111183,3.0
9461,The Jungle Book (2016),137857,Adventure|Drama|Fantasy,2016.0,The Jungle Book,111183,3.5
9462,Hereditary (2018),183869,(no genres listed),2018.0,Hereditary,111183,4.0
9463,"I, Tonya (2017)",178061,Drama,2017.0,"I, Tonya",111183,4.0
9464,Murder on the Orient Express (2017),177763,Crime|Drama|Mystery,2017.0,Murder on the Orient Express,111183,3.5
9465,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,103338,4.0
9466,Dunkirk (2017),174055,Action|Drama|Thriller|War,2017.0,Dunkirk,103338,5.0
9467,Star Wars: The Last Jedi (2017),179819,Action|Adventure|Fantasy|Sci-Fi,2017.0,Star Wars: The Last Jedi,103338,2.0
9468,The Nice Guys (2016),158238,Crime|Mystery|Thriller,2016.0,The Nice Guys,103338,4.0
